全唐诗分卷目录

巴斯光年 整理


卷849  可朋 昙域 栖一 处默 修睦 无作 清尚 干康
卷850  昙翼 隐求 智远 无闷 尚志 玄宝 怀浦 亚栖 惟审 慕幽 释彪 法轮 尚能 常雅 沧浩 若水 文鉴
卷851  慈恩寺沙门 水心寺僧 无名释 南唐僧 吴越僧 唐末僧 神迥 可隆 尔鸟 元础 悟清 契盈 淡然 庭实 知业 云容 玄幽 志定 灵准 荆州僧
卷852  司马承祯（以下道士） 张氲 司马退之 裴翛然 轩辕弥明 陈寡言 李升 范尧佐 徐灵府 吴子来
卷853  吴筠
卷854  杜光庭
卷855  郑遨 虞有贤 程紫霄 舒道纪 彭晓 鱼又玄
卷856-859  吕岩
卷860  孙思邈 叶法善 张果 许宣平 成真人 朱子真 申欢 李遐周 赵惠宗 栾清 韩湘 侯道华 裴航 钟离权
卷861  马湘 张辞 陆禹臣 李真 殷七七 张令问 吴涵虚 李梦符 沈廷瑞 谭峭 伊用昌 许坚 许碏 张白 段谷 赵自然 李浩 徐钓者 蓝采和
卷862  清远道士 春台仙 酒肆布衣 嵩岳诸仙 芙蓉古丈夫 毛女 希道 隐者 广陵道士 黄冠野夫 蜀中酒阁道人 章江书生 萼岭书生 成都醉道士 樵夫 李公佐仆仆 木客 许大 许学士 紫微孙处士 青城丈人 太乙真君 方壶居士 太白山玄士 邻道场人 无名氏 无名氏 刘道昌 李太玄 曲龙山仙 陈复休 郑冠卿 陈蓬 伊梦昌
卷863  张云容（以下女仙） 崔少玄 戚逍遥 卓英英 眉娘 洛川仙女 南溟夫人 云台峰五女仙 昊清妻 上元夫人 慈恩塔院女仙 蜀宫群仙 织女 嵩山女 青童 观梅女仙 吴彩鸾 王氏女 毛女正美 桃花夫人 王仙仙 杨损 妙女
卷864  洞庭龙君（以下神） 龙护老人 冥吏 滕传胤 水府君 李序 水神 辅国将军 太白山神 瀵水神 湘中蛟女 龙女 广利王女 湘妃庙 明月潭龙女 黄陵美人 吴兴神女
卷865  慕容垂（以下鬼） 释明解 巴峡鬼 河湄鬼 介胄鬼 李叔霁 窦裕 书生 虎丘山石壁鬼 陆凭 韩弇 尉佗 刘溉 郑琼罗 沈青箱 襄阳旅殡举人 河中鬼 萧微 张省躬 商山三丈夫 郑适 甘露寺鬼 邵谒 石恪 富春沙际鬼 赵𤰳
卷866  九华山白衣 田达诚借宅鬼 长安中鬼 隔窗鬼 巴陵馆鬼 徐侃 商山客死书生 冢中人 崇圣寺鬼 任彦思家鬼 峡中白衣 张仁宝 崔堂侍 李煜 庞德公 朱均 夷陵女郎 孔氏 唐晅妻张氏 韦璜 临淄县主 王氏妇 王丽贞 客户里女子 密陀僧 西施 甄后 沙碛女子 陈宫妃嫔 湘中女子 薛涛 孟蜀妃张太华 安邑坊女 韦检亡姬 苏检妻 宫嫔 金车美人 魏朋妻 刘氏亡妇 故台城妓 无名女鬼 无名鬼 秾华（句） 张守中（句） 无名鬼（句）
卷867  浑家门客（以下怪） 长须国驸马 原陵老翁 严含质 李微 维扬空庄四怪 柳藏经 太白山魔 金缶魅 东阳夜怪 田四郎 黑驹 笔精 二斑 白田獭魅 邢君才宅三怪 维扬少年 胡志忠 高侍郎 吕氏宅妖 袁少年 东柯院妖 嵩山小儿 鱼腹丹书 鱼身字 马作人语 孙长史女 石瓮寺灯魅 洛下女郎 袁长官女 真符女 夭桃 青衣春条 明器婢 妙香 庐山女 青萝帐女 白苹洲碧衣女子 新林驿女 白衣女子 凤凰台怪
卷868  肃宗（以下梦） 代宗 刘禹锡 刑凤 石季武 王炎 沈亚之 卢献卿 刘景复 郭仁表 国邵南 卢绛 张生 漳郡守 独孤遐叔妻 张生妻 张氏女 病狂人 陈季卿 周延翰 任玠 杜牧 胥偃 曾崇范妻 张孜
卷869  高祖（以下谐谑） 睿宗 欧阳询 长孙无忌 裴略 省吏 选人 裴玄智 窦昉 梁宝 释元康 李荣 张元一 杜易简 石抱忠 梁载言 刘行敏 陆子 杨廷玉 中宗朝优人 崔日用 吴人 封抱一 曲崇裕 权龙褒 崔泰之 苏颋 张敬宗 韦铿 邵景 李休烈 石惠泰 黄幡绰 祖咏 王昌龄 张怀庆 贺知章 顾况 史思明
卷870  高亭 贺遂涉 赵谦光 孔颙 吕温 张祜 朱冲和 崔涯 李宣古 杜牧 卢肇 韦蟾 严震 章孝标 李绅 杨汝士 柳棠 朱泽 郑光业 郑愚 郑仁表 胡曾 李昌符 孙子多 薛能 皮日休 郑綮 徐彦若 崔立言 韦鹏翼 姚嵘 李日新 柳逢 黎瓘 张保胤 陆岩梦 李都 荆人 冯道幕客 李花开 冯晖 李涛 杨苎萝 冯涓 卢延让 蒋贻恭 李贞白 郫城令 李令 太守 刘炎
卷871  甘洽 阎敬爱 李和风 归氏子 张鲁封 李昼 杨鸾 座客 周颛 张𬸦 施肩吾 苏芸 包贺 蔡押衙 温庭筠 顾云 孙光宪 商则 罗颖 陈峤 何承裕 李涛 程紫霄 僧法轨
卷872  无名氏
卷873  李兼（以下判） 杜兼 舒元舆 裴谞 李翱 韩滉 皇甫大夫 罗绍威 萧结 王鲁 伶人 张翱 赵武建 宋元素 张干
卷874  歌
卷875  谶记
卷876  语
卷877  谚谜
卷878  谣
卷879  酒令
卷880  占辞
卷881  蒙求
卷882  褚亮（以下补遗） 陈叔达 王绩 崔善为 许敬宗 卢照邻 宋之问 苏颋 薛曜 李怀远 赵彦伯 乔备 孙逖 卢象 刘长卿 萧颖士 王翰 张鼎 李白 杜甫 皇甫冉 张彪
卷883  严维 顾况 耿𣲗 窦叔向 王季友 刘商 杨巨源 欧阳詹 白居易 杨衡 丘丹 张碧 陈翥 长孙佐辅 窦巩 姚合 李涉 张祜
卷884  杜牧 厉玄 赵璜 喻凫 潘咸 刘得仁 薛莹 贾岛 庄南杰 薛能 朱景玄 许浑 李频 李郢 于武陵 崔橹 刘绮庄
卷885  皮日休 司空图 罗隐 唐彦谦 方干 王驾 杜荀鹤 翁承赞 王贞白 张𧏖 卢延让
卷886  曹松 李洞 卢士衡 熊皎 孙鲂 刘昭禹 刘乙 姚揆 陈光 杨凝式
卷887  卢言 裴谞 任要 韦洪 马乂 张绍 郑露 林披 公孙杲 李夐 畅甫 吴士矩 吴黔 崔融 钱信 胡传美 许宏 文丙 路应 李缜 戴公怀 孟翔 崔耿 宇文鼎 郭密之 扈载 薛光谦 尉迟汾 马令
卷888  灵澈 贯休 齐己 可朋 修睦 清豁 吴筠 李冶
卷889  明皇帝（以下词） 昭宗皇帝 后唐庄宗 南唐嗣主李璟 后主煜 蜀主王衍 后蜀主孟昶
卷890  李景伯 沈佺期 裴谈 张说 崔液 李白 元结 张志和 张松龄 韩翃 韦应物 王建 戴叔伦 刘禹锡 白居易 刘长卿 窦弘余 康骈
卷891  杜牧 崔怀宝 郑符 段成式 张希复 温庭筠 皇甫松 司空图 韩偓 张曙 钟辐
卷892  韦庄 牛峤
卷893  毛文锡 和凝 牛希济
卷894  薛昭蕴 顾夐 鹿虔扆
卷895  魏承班 尹鹗 毛熙震
卷896  李珣 欧阳炯 欧阳彬
卷897  阎选 孙光宪
卷898  张泌 冯延巳 徐昌图 徐铉
卷899  庾传素 刘侍读 许岷 林楚翘 无名氏 杨贵妃 闽后陈氏 柳氏 王丽真女郎 耿玉真
卷900  吕岩 伊用昌


全唐诗逸目

卷上	明皇帝 德宗皇帝 杨师道 上官仪 张谔 丁仙芝 殷遥 王维 李颀 王昌龄 刘长卿 崔曙 李白 张谓 李嘉祐 钱起 顾况 陈润 崔膺 冯宿 于鹄 杨巨源 刘禹锡 周元节 王鲁复 陆畅 鲍溶 张萧远 殷尧藩 施肩吾 章孝标 陈标 杨收 许浑 喻凫 祝元膺 赵嘏 崔澹 贾岛 温庭筠 方干 罗隐 罗虬 杜荀鹤 神颖（僧）
卷中	惠文太子 元兢 马总 胡伯崇 高鹤林 朱千乘 清观（僧） 陈闰 李堪 崔致远 金立之 金可纪 庄翱（以下无考）陆翚 何元 斐公衍 苏替 路半千 贺兰暹 傅温 曹戵 陈素风 唐枢 温达 卢条 崔行检 陈上卿 王干 樊寔 张殷衡 殷穆解叔禄 石严 张野人 卫填 虞构 崔幢 李淮 金云卿 杨郁伯 李伯良 林逢 长孙镒 戴寥 豆卢岑 沈宁 李许 顾效古 卢邕 李潭 郑明 王有初 周存孺 张牙 郑师冉 章嶰 崔建 朴昂 郢展 韦振 汉皓 道彦 冀金 子泰 绍伯 郁回 季方 李侍御（以下失名）陆侍御 卢秀才 真元（以下僧） 真干 久则 去奢 良人 宋休 清闲 灵业 大闲 奉蚌
卷下	无名氏 游仙窟诗 李峤附
